dataset_id,review_scope,logical_families,physical_member_count,observations,main_baseline_crosswalk,main_dataset_or_similar_visible,jkobject_dataset_visible,branch_disposition,duplicate_newness_status,strict_obs_validated,strict_var_validated,chunks_or_structure_validated,cleaning_validated,lamin_registered,in_versioned_collection,entirely_validated,entirely_validated_main_existing_dataset,entirely_validated_jkobject_addition,missing_requirements,next_review_focus,source_completion_state,evidence,aliases,scoped_scientific_validation_accepted,accepted_wave,accepted_wave_scoped_validation,accepted_wave_head,producer_task_id,reviewer_task_id,scientific_modality,experimental_axes,outcomes_endpoints,annotation_level,source_evidence,scientific_contract_documented,scientific_contract_bound,payload_prefixes,structured_payload_evidence,processing_decision_notebook_present,processing_decision_notebook,processing_decision_notebook_path,canonical_data_cleaned_payload,accepted_head_integrated,staging_decommissioned_with_receipt,inventory_docs_same_snapshot_accepted,exact_head_inventory_pr_merged
temporal/an_alternative_cell_cycle_coordinates_multiciliated_cell_differentiation,genuinely_new_family_22,"[""pert-gym/logical/temporal/an_alternative_cell_cycle_coordinates_multiciliated_cell_differentiation""]",8,151275,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""GSE228110"",""temporal_v4_098_an_alternative_cell_cycle_coordinates_multiciliated_cell_differentiation""]",True,True,True,8d97b16affb53564199044508ed3f709008fdfd7,t_b626108c,t_f8df2f65,"single-cell RNA expression across an air-liquid-interface differentiation time course, inherited E2f7 genotype contrasts, and ribociclib versus DMSO contrasts","{""e2f7"":""inherited genotype contrast"",""ribociclib"":""drug versus DMSO contrast"",""timecourse"":""sample-projected biological time with cell-level pseudotime""}","{""expression"":""cell-level accepted source X"",""scalar_response_or_viability"":""not_applicable""}",sample-level conditions projected to cells; cell-level pseudotime where source-supported,"[""GSE228110"",""artifacts/dataset_completion/temporal_an_alternative_cell_cycle_coordinates_multiciliated_cell_differentiation/source_manifest.json"",""artifacts/dataset_completion/temporal_an_alternative_cell_cycle_coordinates_multiciliated_cell_differentiation/completion_receipt.json""]",True,False,"[""data/cleaned/cellxgene-10a44ac3-09a6-42d1-9052-179e20bb2261"",""data/cleaned/cellxgene-2ae39b65-06f8-4dd8-891f-efc68f39a1c6"",""data/cleaned/cellxgene-5584e9bf-1ff4-4a7d-84b8-d8e427713da5"",""data/cleaned/cellxgene-567460ab-1af8-4df7-bf61-4aad9da2f94c"",""data/cleaned/cellxgene-659f6e10-86fd-4b76-bc5e-34f9a09f1580"",""data/cleaned/cellxgene-732a691e-4504-4226-aecf-5d627e062efc"",""data/cleaned/cellxgene-93dd56b0-5cac-4a99-b5cc-e0f2af2fd6b4"",""data/cleaned/cellxgene-ae9e6a8c-83d6-4870-a7aa-e604f1c01752""]",True,True,False,artifacts/dataset_completion/temporal_an_alternative_cell_cycle_coordinates_multiciliated_cell_differentiation/processing_decisions.ipynb,True,True,False,False,False
temporal/analysis_of_prenatal_and_postnatal_human_cortical_development,genuinely_new_family_22,"[""pert-gym/logical/temporal/analysis_of_prenatal_and_postnatal_human_cortical_development""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/c_elegans_embryogenesis,genuinely_new_family_22,"[""pert-gym/logical/temporal/c_elegans_embryogenesis""]",1,46151,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""C. elegans embryogenesis"",""figshare:22491340"",""temporal_v4_057_c_elegans_embryogenesis""]",True,True,True,92111fbdf860828df71a039e5d2ccf9ffe4cbabb,t_a62edaa7,t_fd4e1a1a,single-cell RNA expression developmental atlas,"{""batch"":""technical or collection grouping"",""biological_developmental_time"":""99 source-supported minute levels""}","{""expression"":""cell-level expression"",""perturbation_response_viability_survival_disease"":""none""}",cell-level developmental time and expression; dataset/source-level provenance,"[""figshare article 22491340 file 39943585 md5 c3a37ca238921fcec7bd5e9faa6118f1"",""DOI:10.1126/science.aax1971"",""artifacts/dataset_completion/temporal__c_elegans_embryogenesis/verification_receipt.json""]",True,False,"[""data/cleaned/c_elegans_embryogenesis""]",True,True,False,artifacts/dataset_completion/temporal__c_elegans_embryogenesis/processing_decisions.ipynb,True,True,False,False,False
temporal/cell_culture_differentiation_and_proliferation_conditions_influence_the_in_vitro,genuinely_new_family_22,"[""pert-gym/logical/temporal/cell_culture_differentiation_and_proliferation_conditions_influence_the_in_vitro""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/cerebellar_organoid_using_microfluidics_and_combinatorial_barcoding_based_techno,genuinely_new_family_22,"[""pert-gym/logical/temporal/cerebellar_organoid_using_microfluidics_and_combinatorial_barcoding_based_techno""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/drosophila_embryo_dorsal_ventral_patterning_scrna_seq,genuinely_new_family_22,"[""pert-gym/logical/temporal/drosophila_embryo_dorsal_ventral_patterning_scrna_seq""]",1,119362,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""E-MTAB-9304"",""temporal_v4_059_drosophila_embryo_dorsal_ventral_patterning_scrna_seq""]",True,True,True,fdd88db96616408d7d15689b49cd0ed4f90f52bd,t_851469bf,t_5049b6c0,single-cell RNA expression,"{""collection_age"":""single dataset-level 2.5-3.5 hour window"",""developmental_stage"":""single stage-5 context"",""maternal_genotype"":""five-level perturbation axis""}","{""expression"":""source raw single-cell RNA counts"",""inferred_cell_type"":""source annotation for 16786 rows"",""response_endpoint"":""not_applicable""}",cell-level expression and partial inferred cell type; genotype joined from sample characteristics,"[""BioStudies E-MTAB-9304"",""artifacts/dataset_completion/temporal__drosophila_dv_patterning/latest_receipt.json"",""artifacts/dataset_completion/temporal__drosophila_dv_patterning/gate_summary.json""]",True,False,"[""pert-gym/logical/temporal/drosophila_embryo_dorsal_ventral_patterning_scrna_seq""]",True,False,False,,False,True,False,False,False
temporal/htan_chop_longitudinal_multiomic_of_high_risk_neuroblastoma_reveals_chemotherapy,genuinely_new_family_22,"[""pert-gym/logical/temporal/htan_chop_longitudinal_multiomic_of_high_risk_neuroblastoma_reveals_chemotherapy""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/multiomic_analysis_of_thymocyte_development_reveals_drivers_of_cd4_t_cell_and_cd,genuinely_new_family_22,"[""pert-gym/logical/temporal/multiomic_analysis_of_thymocyte_development_reveals_drivers_of_cd4_t_cell_and_cd""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/multiomic_of_human_cortical_development_in_down_syndrome,genuinely_new_family_22,"[""pert-gym/logical/temporal/multiomic_of_human_cortical_development_in_down_syndrome""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/organoiddb_odd001099_gse138002,genuinely_new_family_22,"[""pert-gym/logical/temporal/organoiddb_odd001099_gse138002""]",1,118555,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""GSE138002"",""ODD001099"",""temporal_v4_094_organoiddb_odd001099_gse138002""]",True,True,True,0ec69b86568665a0f34446b764b980afdaa5e844,t_9b0cc7c2,t_57c56cea,observational single-cell RNA expression atlas of human retinal development,"{""biological_age"":""chronological age within retinal-organoid, fetal-primary, postnatal-primary, and adult trajectories""}","{""expression_matrix"":""raw_counts"",""scalar_response_survival_viability"":""not_applicable"",""source_umap"":""descriptive embedding""}",cell-level expression and source annotations; biological age projected from source labels,"[""GEO:GSE138002"",""OrganoidDB:ODD001099"",""DOI:10.1016/j.devcel.2020.04.009"",""artifacts/dataset_completion/temporal__organoiddb_odd001099_gse138002/source_manifest.json"",""artifacts/dataset_completion/temporal__organoiddb_odd001099_gse138002/completion_receipt.json""]",True,False,"[""data/cleaned/GSE138002""]",True,False,False,,True,True,False,False,False
temporal/organoiddb_odd001111_gse130238,genuinely_new_family_22,"[""pert-gym/logical/temporal/organoiddb_odd001111_gse130238""]",1,16086,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""GSE130238"",""ODD001111"",""temporal_v4_097_organoiddb_odd001111_gse130238""]",True,True,True,323a0e16fdad15938eb6f99794192649ddb4887f,t_9b5c70a6,t_57c56cea,single-cell raw UMI expression profiling of unperturbed human cortical organoid maturation,"{""biological_time"":""sample-projected organoid maturation time""}","{""expression"":""raw_counts"",""scalar_response"":""not_applicable""}",cell-level expression; sample-projected time; aggregate publication classes remain unknown without an exact barcode join,"[""GEO:GSE130238"",""OrganoidDB:ODD001111"",""DOI:10.1016/j.stem.2019.08.002"",""artifacts/dataset_completion/temporal__organoiddb_odd001111_gse130238/source_manifest.json"",""artifacts/dataset_completion/temporal__organoiddb_odd001111_gse130238/verify_receipt.json""]",True,False,"[""data/cleaned/GSE130238""]",True,False,False,,True,True,False,False,False
temporal/organoiddb_odd001154_gse194214,genuinely_new_family_22,"[""pert-gym/logical/temporal/organoiddb_odd001154_gse194214""]",1,18716,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""GSE194214"",""ODD001154"",""temporal_v4_092_organoiddb_odd001154_gse194214""]",True,True,True,6b34d5cfe06765f01e27e190cf20be55b8186e2f,t_56a7b7cf,t_f8df2f65,10x Chromium 3-prime v3 single-cell RNA-seq developmental expression atlas,"{""developmental_time"":""cell-level day 1, 2, 3, and 5 chronological axis""}","{""expression"":""raw UMI counts"",""scalar_response"":""not_applicable""}",single-cell expression with source sample/day projection,"[""GEO:GSE194214"",""OrganoidDB:ODD001154"",""DOI:10.7554/eLife.68925"",""artifacts/dataset_completion/temporal__organoiddb_odd001154_gse194214/source_manifest.json"",""artifacts/dataset_completion/temporal__organoiddb_odd001154_gse194214/replay_receipt.json""]",True,False,"[""data/cleaned/GSE194214""]",True,True,False,notebooks/datasets/temporal_v4_092_organoiddb_odd001154_gse194214_processing_decisions.ipynb,True,True,False,False,False
temporal/organoiddb_odd001155_gse196799,genuinely_new_family_22,"[""pert-gym/logical/temporal/organoiddb_odd001155_gse196799""]",10,63035,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""GSE196799"",""ODD001155"",""temporal_v4_089_organoiddb_odd001155_gse196799""]",True,True,True,923a0ae17c193481d68ad784e01de5a6c520ccdb,t_a2ff6038,t_f8df2f65,single-cell RNA expression across ten GSE196799 samples,"{""developmental_context"":""source sample metadata"",""sample"":""ten exact GSM member identities""}","{""expression"":""cell-level expression"",""scalar_response"":""not_applicable""}",cell-level expression; cell type is explicit unknown because the notebook cluster map has no immutable barcode-level payload,"[""GEO:GSE196799"",""OrganoidDB:ODD001155"",""PMID:37714147"",""artifacts/dataset_completion/temporal__organoiddb_odd001155_gse196799/source_manifest.json"",""artifacts/dataset_completion/temporal__organoiddb_odd001155_gse196799/verification_receipt.json""]",True,False,"[""data/cleaned/GSM5901228"",""data/cleaned/GSM5901229"",""data/cleaned/GSM5901230"",""data/cleaned/GSM5901231"",""data/cleaned/GSM5901232"",""data/cleaned/GSM5901233"",""data/cleaned/GSM5901234"",""data/cleaned/GSM5901235"",""data/cleaned/GSM5901236"",""data/cleaned/GSM5901237""]",False,False,False,,False,True,False,False,False
temporal/perturbase_gse107185,genuinely_new_family_22,"[""pert-gym/logical/temporal/perturbase_gse107185""]",1,8428,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""GSE107185"",""PRJNA419230"",""PerturBase repository 11"",""temporal_v4_116_perturbase_gse107185""]",True,True,True,83bdf3e8686453c6d8578047d005d60df13d95ca,t_ab37edf6,t_99c68302,pooled ORF-overexpression single-cell RNA-seq expression endpoint,"{""duration"":""day 5/6 media-specific endpoints, not a shared trajectory"",""media"":""three contexts"",""perturbation"":""61 constructs with 1403 controls and exact cell-level sequence assignment""}","{""expression"":""processed PerturBase single-cell matrix"",""fitness"":""aggregate genotype/sample only; no exact cell-level join""}",cell-level expression and perturbation; aggregate fitness only,"[""GEO:GSE107185"",""BioProject:PRJNA419230"",""DOI:10.1016/j.cels.2018.10.008"",""artifacts/dataset_completion/temporal__perturbase_gse107185/source_manifest.json"",""artifacts/dataset_completion/temporal__perturbase_gse107185/completion_receipt.json""]",True,False,"[""pert-gym/logical/temporal/perturbase_gse107185""]",True,True,False,notebooks/datasets/temporal_perturbase_gse107185_processing_decisions.ipynb,False,True,False,False,False
temporal/reconstruction_of_the_early_maternal_fetal_interface_in_humans,genuinely_new_family_22,"[""pert-gym/logical/temporal/reconstruction_of_the_early_maternal_fetal_interface_in_humans""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/roadmap_of_human_gonadal_development,genuinely_new_family_22,"[""pert-gym/logical/temporal/roadmap_of_human_gonadal_development""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/scrnaseq_unravels_the_transcriptional_network_underlying_zebrafish_retina_regene,genuinely_new_family_22,"[""pert-gym/logical/temporal/scrnaseq_unravels_the_transcriptional_network_underlying_zebrafish_retina_regene""]",1,11690,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""SCP1973"",""GSE226373"",""temporal_v4_133_scrnaseq_unravels_the_transcriptional_network_underlying_zebrafish_retina_regene""]",True,True,True,2c0f23bafb282a6200aaacf4dc52c2740a8df835,t_bb2f5bc0,t_246e50fa,single-cell RNA-seq expression after phototoxic retinal injury,"{""collection_batch"":[""collection_day_1"",""collection_day_2""],""elapsed_time_after_light_lesion_minutes"":[0,2640,5760,8640],""injury_condition"":""uninjured control versus light lesion""}","{""quantitative_response"":""not_applicable"",""trajectory"":""cell-state and transcriptional regeneration progression""}","cell-level expression, injury/time, and source cluster annotation","[""Single Cell Portal:SCP1973"",""GEO:GSE226373"",""artifacts/dataset_completion/temporal__zebrafish_retina_regeneration/source_manifest.json"",""artifacts/dataset_completion/temporal__zebrafish_retina_regeneration/completion_receipt.json""]",True,False,"[""pert-gym/logical/temporal/scrnaseq_unravels_the_transcriptional_network_underlying_zebrafish_retina_regene""]",True,False,False,,False,True,False,False,False
temporal/single_nucleus_transcriptomic_of_human_foetal_tendon,genuinely_new_family_22,"[""pert-gym/logical/temporal/single_nucleus_transcriptomic_of_human_foetal_tendon""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/spatial_and_cell_type_transcriptional_landscape_of_human_cerebellar_development,genuinely_new_family_22,"[""pert-gym/logical/temporal/spatial_and_cell_type_transcriptional_landscape_of_human_cerebellar_development""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/spatial_transcriptomic_maps_of_whole_mouse_embryos_reveal_principles_of_neural_t,genuinely_new_family_22,"[""pert-gym/logical/temporal/spatial_transcriptomic_maps_of_whole_mouse_embryos_reveal_principles_of_neural_t""]",1,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
temporal/stable_chambered_cardioids_from_human_pluripotent_stem_cells_scrna_seq,genuinely_new_family_22,"[""pert-gym/logical/temporal/stable_chambered_cardioids_from_human_pluripotent_stem_cells_scrna_seq""]",1,59373,False,False,True,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,False,False,True,True,False,False,False,full_obs_validation;var_validation_or_NA_disposition;chunks_or_structure_validation;cleaning_acceptance;scientific_contract_evidence;executable_processing_decision_notebook;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_wave_scoped_scientific_validation; stronger_full_dod_pending,accepted_10_dataset_review_snapshot.json; accepted_10_of_10_integration_manifest.json; exact producer and independent reviewer heads,"[""GSE269572"",""PRJNA1122543"",""temporal_v4_109_stable_chambered_cardioids_from_human_pluripotent_stem_cells_scrna_seq""]",True,True,True,44b934c168243dd1fcdad2918091ce793c8cedf5,t_363b9754,t_246e50fa,single-cell expression with one drug/culture design axis,"{""condition"":[""2D culture"",""with PD173074"",""without PD173074""],""sample"":""11 exact GSM samples"",""time"":""dataset-wide day 42.5 snapshot, not a trajectory""}","{""drug_toxicity_endpoint"":""not present"",""expression_matrix"":""raw_counts"",""scalar_response_endpoint"":""not_applicable""}",cell-level expression and sample/condition; cell type unknown without immutable barcode-level annotation,"[""GEO:GSE269572"",""BioProject:PRJNA1122543"",""artifacts/dataset_completion/temporal__stable_chambered_cardioids/source_manifest.json"",""artifacts/dataset_completion/temporal__stable_chambered_cardioids/completion_receipt.json""]",True,False,"[""data/cleaned/GSE269572""]",True,False,False,,True,True,False,False,False
temporal/transcriptomic_landscape_of_the_blastema_niche_in_regenerating_adult_axolotl_lim,genuinely_new_family_22,"[""pert-gym/logical/temporal/transcriptomic_landscape_of_the_blastema_niche_in_regenerating_adult_axolotl_lim""]",4,,False,False,False,genuinely_new_jkobject_family,independently_checked_genuinely_new,False,False,True,False,False,False,False,False,False,full_obs_validation;var_validation_or_NA_disposition;cleaning_acceptance;add_to_lamin;add_to_versioned_collection;scientific_contract_evidence;executable_processing_decision_notebook;canonical_data_cleaned_payload;accepted_head_integration;staging_decommission_receipt;accepted_inventory_docs_snapshot;merged_exact_head_inventory_pr,full_obs_validation,accepted_component_payload; strict_obs_var_not_yet_accepted,accepted_28_newness_reconciliation_20260717.json; accepted_component_identities_v1.progress.snapshot.json,[],False,False,False,,,,,,,,[],False,False,[],False,False,False,,False,False,False,False,False
